NAME:,run_1_1.csv,,
EXPERIMENT TIME:,06/06/2023 14:16,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,63,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
122.94,-0.27000046,-0.82,0.35
122.99,-0.10999966,-0.51,0.31
123.04,-0.39000034,-0.27,0.31
123.09,-0.03999996,-0.47,0.43
123.14,-0.47000027,-0.35,0.31
123.19,-0.14999962,-0.04,0.47
123.24,-0.5500002,-0.24,0.75
123.29,-0.07999992,-0.51,0.98
123.34,-0.07999992,-0.63,1.45
123.39,-0.35000038,-0.71,1.61
123.45,-0.77999973,-0.27,1.77
123.5,-1.0600004,-0.51,1.84
123.55,-0.8199997,-0.27,1.92
123.6,-0.5100002,0,0.78
123.65,-0.5100002,0,2
123.7,-0.39000034,-0.31,2.39
123.75,-0.77999973,-0.24,2.39
123.8,-0.77999973,0.04,2.55
123.85,-1.0600004,-0.55,2.43
123.9,-1.0600004,-0.04,2.12
123.96,-0.65999985,0.78,1.41
124.01,-1.0200005,1.22,1.22
124.06,-0.85999966,0.63,1.69
124.11,2.5100002,-0.94,1.26
124.16,-2.23,-1.14,1.37
124.21,-0.4300003,0.08,1.29
124.26,-0.47000027,-0.47,1.29
124.31,-0.85999966,-1.26,1.06
124.36,-0.31000042,-1.41,0.2
124.42,-0.39000034,-2.2,-0.12
124.47,-0.35000038,-1.77,-0.31
124.52,-0.31000042,-2.35,-0.31
124.57,-0.4300003,-2.39,0.59
124.62,-0.6999998,-2.08,-0.12
124.67,-0.5100002,-2,0.04
124.72,-0.5100002,-2.04,0.16
124.77,-0.65999985,-1.96,-0.43
124.82,-0.6999998,-1.61,-0.9
124.87,-0.77999973,-1.61,-1.61
124.93,-0.27000046,-2.16,-1.41
124.98,-0.6999998,-2.82,-1.06
125.03,-0.8999996,-1.33,-0.86
125.08,0.8299999,-3.41,-0.12
125.13,1.3800001,-4.82,1.29
125.18,-0.35000038,-3.45,-1.22
125.23,-1.8000002,-3.26,-1.14
125.28,1.8900003,0.16,1.84
125.33,4.79,0.04,-0.47
125.38,3.42,-2.39,4.71
125.43,4.9799995,-4.63,8.28
125.49,1.1000004,3.84,4.82
125.54,-6.59,2.55,2.08
125.59,-15.139999,0,0.47
125.64,-7.96,2.12,-1.73
125.69,10.01,9.92,3.02
125.74,-3.02,2.28,5.18
125.79,10.01,-3.37,8.67
125.84,10.01,-11.85,0.71
125.89,-8.98,0.51,1.37
125.94,-9.65,-5.45,1.22
126,-7.65,2.2,-2.67
126.05,-1.0600004,4.9,-7.18
126.1,10.01,5.57,-1.96
126.15,9.93,-17.26,9.77
126.2,2.1599998,3.84,4.24
126.25,-14.71,2.12,-4.79
126.3,-15.18,2.71,0.04
126.35,0.97999954,-4.08,-4.55
126.4,-8.940001,4.9,-9.38
127.71,-18.71,4.16,-3.88
127.76,-1.1000004,-6.32,-4.35
127.81,-7.49,1.65,0.67
127.86,10.01,-19.85,-4.55
127.92,-0.8199997,-5.84,-0.43
127.97,10.01,-8.94,-3.53
128.02,-11.41,-2.82,2.47
128.07,-8.86,-3.3,-2.98
128.12,-7.88,-0.94,-3.88
128.17,-9.96,3.45,-1.65
128.22,10.01,1.41,14.87
128.27,4.83,-3.1,20.01
128.32,-0.6999998,-11.38,-0.51
128.37,-11.690001,4.86,-4.75
128.43,-16.16,3.3,-4.08
128.48,0.6700001,-5.61,2.28
128.53,-12.47,-0.2,-5.41
128.58,10.01,-20.01,-9.69
128.63,3.4899998,-1.33,-2.82
128.68,10.01,-8.98,1.57
128.73,-9.45,-2.75,6.04
128.78,-9.61,-1.45,-1.65
128.83,-7.65,-1.73,-3.26
128.88,-6.4300003,3.22,-8.79
128.93,10.01,1.53,5.92
128.99,10.01,-14.98,8.04
129.04,0.59000015,0.39,2.43
129.09,-12.71,4.35,-6.86
129.14,-15.96,1.69,-0.35
129.19,0.8299999,-2.63,-2.94
129.24,9.93,6.08,-5.61
129.29,-4.19,-14.04,-0.51
129.34,8.08,-8.36,8.36
129.39,10.01,-6.67,1.41
129.45,-9.96,2.82,4.47
129.5,-8.2,-3.57,-2.86
129.55,-8.16,-0.51,-3.96
129.6,-8.63,2.31,-3.1
129.65,10.01,0.86,12.63
129.7,4.3199997,-9.26,16.36
129.75,0.07999992,-6.94,2.55
129.8,-13.690001,3.69,-7.18
129.85,-15.1,2.31,-3.69
129.9,5.8100004,0.24,-0.08
129.96,-11.41,3.84,-10.2
130.01,6.870001,-10.32,-14
130.06,5.1800003,-1.96,2.9
130.11,10.01,-10,2.08
130.16,-11.84,-1.26,5.73
130.21,-7.8,-0.82,-3.73
130.26,-8.74,0.63,-2.82
130.31,-8.74,3.53,-5.96
130.36,10.01,-4.04,8.87
130.41,8.790001,-2.71,9.65
130.46,-9.84,-7.73,0.71
130.52,-11.84,4.98,-5.14
130.57,-17.1,3.18,-3.14
130.62,0.47000027,-3.41,-5.18
130.67,-1.5699997,6.2,-16.2
130.72,-0.10999966,-11.85,-12.94
130.77,6.3199997,-3.33,2.35
130.82,10.01,-10.16,-1.02
130.87,-11.96,-1.02,3.8
130.92,-9.25,-2.55,-2.35
130.98,-7.29,1.92,-5.1
131.03,-8.23,1.45,-4.51
131.08,10.01,-7.73,19.85
131.13,4.08,-4.75,11.1
131.18,-8.04,-14.83,-1.92
131.23,-12.63,7.85,-3.37
131.28,-18.39,2.55,-3.41
131.33,-0.35000038,-4.47,-3.22
131.38,-6.9,3.02,2.47
131.43,10.01,-20.01,2.51
131.49,-10.78,-7.88,1.18
131.54,10.01,-3.02,-2.71
131.59,-5.33,-4.24,0.16
131.64,-10.35,-3.02,-2.08
131.69,-10.27,-4.31,-1.69
131.74,-6.74,3.84,-1.02
131.79,9.57,1.88,-4.24
131.84,10.01,-7.77,14.87
131.89,1.0600004,-16,4.51
131.94,-6.3900003,3.18,-6.32
131.99,-19.61,4.94,-4.63
132.05,-5.96,-1.88,-3.49
132.1,-0.65999985,-3.02,5.26
132.15,10.01,-1.1,12.75
132.2,-6.4700003,0.16,5.57
132.25,10.01,0.04,-3.96
132.3,-2.6999998,-4.94,3.92
132.35,-10.71,-3.88,0.24
132.4,-9.84,-1.53,-1.1
132.45,-5.92,1.8,-0.35
132.51,10.01,2.04,9.45
132.56,9.34,-13.42,12.83
132.61,-2.94,-7.77,4.71
132.66,-7.21,4.04,-5.77
132.71,-19.45,2.31,-6.16
132.76,-6.35,-0.59,0.43
132.81,-3.88,-5.18,9.1
132.86,10.01,19.61,20.01
132.91,-7.76,0.75,9.1
133.73,10.01,-7.49,0.35
133.78,-8.98,-5.96,1.96
133.83,-8.9,-3.57,-1.49
133.88,-10.43,-1.14,-5.73
133.93,-4.47,2.47,-12.98
133.99,10.01,7.34,0.35
134.04,4.91,-17.46,9.53
134.09,-5.53,-4,-0.08
134.14,-16.79,5.1,-4.98
134.19,-14.55,1.49,-2.43
134.24,5.9700003,1.22,-2.9
134.29,10.01,5.26,-0.08
134.34,-2.04,-12.47,2.12
134.39,10.01,2.63,16
134.44,7.1800003,-6.86,3.22
134.49,-14.469999,0.04,0.71
134.55,-8.63,0.24,-1.65
134.6,-6.31,0.31,-2.35
134.65,2.5900002,-0.67,-16
134.7,10.01,5.06,4.35
134.75,8.280001,-11.57,12.24
134.8,0.03999996,4.12,-0.39
134.85,-19.220001,4.47,-3.8
134.9,-13.8,1.14,-3.06
134.95,8.24,1.02,0.63
135.01,-9.69,3.77,-11.89
135.06,5.5699997,-8.9,-16.95
135.11,3.1800003,-8.87,-0.9
135.16,10.01,-9.1,1.69
135.21,-9.92,1.29,4.04
135.26,-10.27,-3.57,-0.47
135.31,-9.76,-3.1,-5.81
135.36,-4.94,2.2,-8.12
135.41,10.01,-1.61,5.22
135.46,5.26,-7.1,17.3
135.51,-5.65,-7.34,5.02
135.57,-10.55,2.79,-5.61
135.62,-19.810001,6.59,-5.45
135.67,0.8299999,-5.02,-3.22
135.72,-4.43,2.12,-2.59
135.77,-2.63,-14.08,6.47
135.82,-3.92,-5.69,-5.53
135.87,10.01,-5.61,-1.8
135.92,-3.02,-3.61,-1.45
135.97,-12.28,-2.67,0.59
136.02,-10.71,-3.33,-2.67
136.08,-6.3900003,3.65,-0.08
136.13,6.24,-1.02,-6.28
136.18,10.01,-1.57,5.69
136.23,5.0600004,-14.44,5.49
136.28,-8.16,3.92,-4.16
136.33,-20.869999,7.81,-6.32
136.38,-6.31,-0.27,-2.43
136.43,0.39999962,-2.08,2.51
136.48,10.01,-0.94,20.01
136.54,-9.57,-3.18,2.43
136.59,10.01,-2.28,-5.65
136.64,1.0600004,-4.98,2.67
136.69,-11.92,-1.92,4.04
136.74,-8.23,-1.06,-3.22
136.79,-6.74,2.16,-0.82
136.84,1.3800001,-1.22,-13.53
136.89,10.01,8.87,1.26
136.94,9.34,-7.18,8.24
136.99,-5.65,1.18,-1.84
137.04,-20.470001,8.79,-4.59
137.1,-10.35,-0.43,-3.65
137.15,6.709999,0.75,4.08
137.2,5.26,8.59,-12.28
137.25,-1.7200003,-10.43,-8.43
137.3,9.969999,0.86,15.3
137.35,6.59,-7.88,2
137.4,-10.78,-2.67,3.45
137.45,-8.67,-0.82,-1.18
137.5,-8.98,-0.12,-3.26
137.55,-6.23,1.92,-8.51
137.61,10.01,-2.2,8.16
137.66,5.5299997,-8.2,8.2
137.71,-0.8999996,-7.65,3.57
137.76,-11.49,2.43,-7.81
137.81,-18.36,6.51,-2.51
137.86,-3.37,-4.35,-4.55
137.91,-0.77999973,-0.67,0.67
137.96,10.01,-0.24,17.81
138.01,-9.53,-3.65,4.12
138.07,10.01,2.39,-0.16
138.12,0.47000027,-2.98,2.71
138.17,-12.67,-2.2,3.06
138.22,-8.12,-1.65,-2.75
138.27,-6.7,0.98,0.08
138.32,-5.88,2.16,-11.96
138.37,10.01,2.79,4.2
138.42,2.75,-14.47,7.57
138.47,-4.16,-4.82,0.98
138.52,-14,4.12,-3.22
138.57,-16.119999,3.8,-3.26
138.63,3.4899998,-0.71,-2.9
138.68,-10.67,3.8,0.86
138.73,5.1000004,6.83,-5.77
138.78,-0.7399998,-7.49,-3.57
138.83,10.01,-8.43,-1.02
139.65,-11.77,-1.69,2.59
139.7,-8.55,-1.73,-1.65
139.75,-7.1,0.51,0.27
139.8,-4.47,2.55,-12.51
139.85,10.01,6.59,0.51
139.9,5.8100004,-18.08,8.04
139.95,-4.12,1.22,-0.12
140,-14.43,3.88,-4.98
140.05,-13.57,5.77,-5.41
140.11,2.3199997,-2.28,3.53
140.16,10.01,1.84,-9.65
140.21,-6.59,-12,-0.67
140.26,10.01,5.53,3.92
140.31,6.709999,-8.55,2.9
140.36,-11.1,-2,3.22
140.41,-7.8,-1.33,0.2
140.46,-8.47,-0.78,-6
140.51,-6.8199997,2.94,-5.96
140.57,10.01,-1.88,7.34
140.62,6.83,-7.02,8.2
140.67,2,-10.67,10.16
140.72,-6.55,5.33,-3.26
140.77,-20.32,4.28,-4.86
140.82,-5.21,-2.08,-3.88
140.87,-2.4699998,-0.63,2.12
140.92,10.01,16.16,20.01
140.97,-14.16,2.16,0.47
141.02,10.01,5.14,-2
141.07,-0.07999992,-3.26,3.33
141.13,-11.1,-0.94,4.63
141.18,-8.98,-2.79,-3.18
141.23,-5.88,0.9,-1.26
141.28,-7.1400003,1.73,-9.18
141.33,10.01,-4.63,8.04
141.38,5.38,-5.14,11.34
141.43,4.4700003,-7.02,7.92
141.48,-10.75,5.88,-4.12
141.53,-18.79,4.79,-5.69
141.59,2.1599998,-1.73,0.2
141.64,-10.78,0.78,1.1
141.69,10.01,-20.01,1.06
141.74,-8.82,-1.84,-7.69
141.79,10.01,-2.9,-0.98
141.84,1.1400003,-5.22,-2.08
141.89,-11.059999,0.59,2.98
141.94,-9.14,-2.04,-1.8
141.99,-5.72,1.8,-1.53
142.04,4.59,0.08,-6.83
142.1,10.01,3.14,5.22
142.15,0.15999985,-20.01,9.85
142.2,-6.74,0.43,-2.16
142.25,-11.65,5.3,-4.47
142.3,-14.79,1.69,-2.24
142.35,5.49,-3.92,1.06
142.4,2.75,3.61,-18.91
142.45,-7.33,-1.1,-6.39
142.5,10.01,-7.45,7.61
142.55,7.6100006,-7.34,0.12
142.6,-4.86,-4.31,1.57
142.66,-10.04,-4.28,2.28
142.71,-8.27,-1.57,-5.53
142.76,-6.8199997,2.67,-0.86
142.81,-0.4300003,-10.47,-4.28
142.86,10.01,8.47,3.33
142.91,2.71,-17.65,5.77
142.96,-2.6599998,0.35,-0.08
143.01,-17.73,8.83,-3.26
143.06,-13.690001,1.45,-2.28
143.12,1.8100004,0.16,-2.47
143.17,-12.940001,1.22,2.75
143.22,10.01,-20.01,2.35
143.27,-9.88,2.59,1.26
143.32,10.01,-8.16,-0.39
143.37,-6.59,-1.18,5.06
143.42,-11.57,-3.18,-0.12
143.47,-8.16,-1.73,-5.33
143.52,-6.4300003,4.28,-1.29
143.57,4.2799997,-1.57,4.51
143.62,10.01,-1.41,6.35
143.68,-2.6999998,-20.01,7.37
143.73,-4.78,15.61,-3.84
143.78,-16.9,5.73,-4.55
143.83,-9.96,0.31,-3.57
143.88,0.5500002,-2.08,-1.88
143.93,10.01,3.61,15.89
143.98,-10.35,-2.59,1.41
144.03,10.01,8.36,7.45
144.08,3.0600004,-7.3,1.57
144.13,-7.1400003,-0.98,3.06
144.19,-10.04,-2.12,0.04
144.24,-6.55,-0.82,-0.39
144.29,-6.9,0.16,-8.2
144.34,10.01,4.63,4.86
144.39,2.63,-9.65,18.28
144.44,-1.0600004,-6,1.45
144.49,-7.88,8.04,-4.12
144.54,-17.34,6.32,-10.2
144.59,3.6899996,-0.82,-0.67
144.65,-20.43,2.9,0.75
144.7,10.01,-10.43,20.01
145.66,-14.55,-1.26,-0.35
145.72,-8.67,-1.73,-2.51
145.77,-6.7799997,2.04,-1.45
145.82,-3.5300002,-1.69,-9.53
145.87,10.01,8.87,6.83
145.92,3.7700005,-19.46,10.47
145.97,8.16,-1.96,-4.75
146.02,-15.96,7.61,-4.51
146.07,-13.37,5.53,-1.26
146.12,3.7700005,-4.94,-5.88
146.18,6.59,4,-7.22
146.23,-12.79,-1.57,-18.2
146.28,10.01,-9.92,1.45
146.33,8.040001,-13.49,-2.16
146.38,-4.16,-8.2,2.51
146.43,-11.57,0.98,2.2
146.48,-9.37,-2.51,-3.02
146.53,-5.61,3.73,-2.79
146.58,-1.8000002,3.53,-12.28
146.63,10.01,12.87,3.41
146.68,4.9799995,-17.5,-1.69
146.74,7.0599995,3.65,-1.65
146.79,-17.61,4.94,-0.31
146.84,-16.35,-0.12,-2.2
146.89,-2.08,1.84,-2.98
146.94,-0.14999962,-0.2,6.51
146.99,10.01,-7.77,20.01
147.04,-20.04,11.18,6.83
